 

Task 1:
For different lists of SNPs covered by different assays, group alleles into indistinguishable allels.    
TODO: Compare that to alleles claimed to be discoverable by manufacturer.




** ASSAY: florida_stanford_chip **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*7', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
2 rsids were used to define haplotypes for this gene
2 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs10264272'}
0 out of these rsids are not present in the 1000genomes samples: set() 



** ASSAY: hypothetical_assay_covering_all_rsids_in_pharmgkb **
2 set(s) of mutually indistinguishable haplotypes:  [{'*1', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3J', '*3H', '*3I', '*3G', '*3E', '*3C'}]
12 rsids were used to define haplotypes for this gene
7 out of these rsids are present in the 1000genomes samples: {'rs28383468', 'rs56411402', 'rs10264272', 'rs776746', 'rs28365085', 'rs41303343', 'rs28365083'}
5 out of these rsids are not present in the 1000genomes samples: {'rs55817950', 'rs72552791', 'rs56244447', 'rs28383479', 'rs41279854'} 



** ASSAY: veracode_adme_corepanel **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
4 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs41303343', 'rs10264272'}
1 out of these rsids are not present in the 1000genomes samples: {'rs41279854'} 



** ASSAY: taqman **
2 set(s) of mutually indistinguishable haplotypes:  [{'*8', '*1', '*2', '*4', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3L', '*3J', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}]
4 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs776746', 'rs41303343', 'rs10264272'}
1 out of these rsids are not present in the 1000genomes samples: {'rs41279854'} 



** ASSAY: dmet_plus **
2 set(s) of mutually indistinguishable haplotypes:  [{'*1', '*5', '*1B', '*1C', '*1D', '*1E'}, {'*3', '*3J', '*3H', '*3I', '*3G', '*3E', '*3C'}]
12 rsids were used to define haplotypes for this gene
7 out of these rsids are present in the 1000genomes samples: {'rs28383468', 'rs56411402', 'rs10264272', 'rs776746', 'rs28365085', 'rs41303343', 'rs28365083'}
5 out of these rsids are not present in the 1000genomes samples: {'rs55817950', 'rs72552791', 'rs56244447', 'rs28383479', 'rs41279854'} 

 

Task 2:
For different lists of SNPs covered by different assays, calculate how many samples in 1000genomes would be assigned an allele 
that actually does not match the 'correct' allele ('correct' allele = the allele inferred based on 'hypothetical_assay_covering_all_rsids_in_pharmgkb'). 
TODO: Also generate statistics on inferred alleles, ethnicities etc.



Task 3:

Generate statistics



    
    SNP variant counts in gene definitions and in sample data.
    
    
sample	gene	maternal_or_paternal_haplotype	florida_stanford_chip	hypothetical_assay_covering_all_rsids_in_pharmgkb	veracode_adme_corepanel	taqman	dmet_plus
HG00103	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00103	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00102	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00102	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00457	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00457	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00104	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00104	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00106	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00106	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00109	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00109	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00108	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00108	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00458	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00458	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19108	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19108	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00329	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00329	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00328	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00328	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19372	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19372	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19373	CYP3A5	maternal_haplotype	{'*6'}	{'*6'}	{'*6'}	{'*6'}	{'*6'}
NA19373	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19374	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19374	CYP3A5	paternal_haplotype	{'*6'}	{'*6'}	{'*6'}	{'*6'}	{'*6'}
NA19375	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19375	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19376	CYP3A5	maternal_haplotype	{'*6'}	{'*6'}	{'*6'}	{'*6'}	{'*6'}
NA19376	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19377	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19377	CYP3A5	paternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
HG00321	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00321	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00320	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00320	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00323	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00323	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00325	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00325	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00324	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00324	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00327	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00327	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00326	CYP3A5	maternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
HG00326	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19681	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
NA19681	CYP3A5	paternal_haplotype	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3F', '*3G', '*3D', '*3E', '*3B', '*3C'}	{'*3', '*3L', '*3J', '*3K', '*3H', '*3I', '*3G', '*3D', '*3E', '*3C'}
NA19682	CYP3A5	maternal_haplotype	{'*1'}	{'*8', '*1', '*5', '*1B', '*1C', '*1D', '*1E'}	{'*1', '*5'}	{'*1', '*5'}	{'*8', '*1', '*5'}
